session_id,site1,time1,site2,time2,site3,time3,site4,time4,site5,time5,site6,time6,site7,time7,site8,time8,site9,time9,site10,time10,target
101,1514,12/02/2013 16:45,855,12/02/2013 16:45,1519,12/02/2013 16:45,1520,12/02/2013 16:45,1515,12/02/2013 16:45,1514,12/02/2013 16:45,855,12/02/2013 16:45,1514,12/02/2013 16:45,855,12/02/2013 16:45,1520,12/02/2013 16:45,1
102,1519,12/02/2013 16:46,855,12/02/2013 16:46,1514,12/02/2013 16:46,855,12/02/2013 16:46,1515,12/02/2013 16:46,1514,12/02/2013 16:46,1520,12/02/2013 16:46,1521,12/02/2013 16:46,855,12/02/2013 16:46,1520,12/02/2013 16:46,1
103,1521,12/02/2013 16:46,1514,12/02/2013 16:47,855,12/02/2013 16:47,1515,12/02/2013 16:47,1514,12/02/2013 16:47,1521,12/02/2013 16:47,1516,12/02/2013 16:47,1517,12/02/2013 16:47,855,12/02/2013 16:47,1514,12/02/2013 16:47,1
104,752,12/02/2013 16:47,56,12/02/2013 16:53,55,12/02/2013 16:53,55,12/02/2013 16:53,747,12/02/2013 16:53,23,12/02/2013 16:53,23,12/02/2013 16:53,156,12/02/2013 16:54,322,12/02/2013 16:54,747,12/02/2013 16:54,0
105,21,12/02/2013 16:48,27165,12/02/2013 16:48,27166,12/02/2013 16:48,21,12/02/2013 16:48,3000,12/02/2013 16:48,27165,12/02/2013 16:48,1315,12/02/2013 16:48,1312,12/02/2013 16:48,27167,12/02/2013 16:48,27168,12/02/2013 16:48,1
106,1315,12/02/2013 16:48,12619,12/02/2013 16:48,27166,12/02/2013 16:48,106,12/02/2013 16:48,99,12/02/2013 16:48,27165,12/02/2013 16:48,3000,12/02/2013 16:48,29,12/02/2013 16:48,1315,12/02/2013 16:48,99,12/02/2013 16:48,1
107,27168,12/02/2013 16:48,27165,12/02/2013 16:48,106,12/02/2013 16:48,4965,12/02/2013 16:48,27168,12/02/2013 16:48,3000,12/02/2013 16:48,448,12/02/2013 16:48,389,12/02/2013 16:48,388,12/02/2013 16:48,27165,12/02/2013 16:48,1
108,38,12/02/2013 16:49,35,12/02/2013 16:49,33,12/02/2013 16:49,12640,12/02/2013 16:49,22,12/02/2013 16:49,29,12/02/2013 16:49,30,12/02/2013 16:49,22,12/02/2013 16:49,30,12/02/2013 16:49,37,12/02/2013 16:49,1
109,39,12/02/2013 16:49,30,12/02/2013 16:49,22,12/02/2013 16:49,39,12/02/2013 16:49,37,12/02/2013 16:49,99,12/02/2013 16:49,27166,12/02/2013 16:49,12640,12/02/2013 16:49,27165,12/02/2013 16:49,106,12/02/2013 16:49,1
110,27167,12/02/2013 16:49,27165,12/02/2013 16:49,1312,12/02/2013 16:49,3000,12/02/2013 16:49,38,12/02/2013 16:49,12619,12/02/2013 16:49,27168,12/02/2013 16:49,38,12/02/2013 16:49,1315,12/02/2013 16:49,3000,12/02/2013 16:49,1
111,1312,12/02/2013 16:49,12619,12/02/2013 16:49,106,12/02/2013 16:49,27166,12/02/2013 16:49,99,12/02/2013 16:49,38,12/02/2013 16:49,388,12/02/2013 16:49,99,12/02/2013 16:49,389,12/02/2013 16:49,106,12/02/2013 16:49,1
112,27165,12/02/2013 16:49,3000,12/02/2013 16:49,29,12/02/2013 16:49,12619,12/02/2013 16:49,448,12/02/2013 16:49,1315,12/02/2013 16:49,1315,12/02/2013 16:49,1312,12/02/2013 16:49,486,12/02/2013 16:49,12619,12/02/2013 16:49,1
113,27165,12/02/2013 16:49,19187,12/02/2013 16:49,12622,12/02/2013 16:49,12622,12/02/2013 16:49,27169,12/02/2013 16:50,9871,12/02/2013 16:50,9870,12/02/2013 16:50,9871,12/02/2013 16:50,2296,12/02/2013 16:50,2296,12/02/2013 16:50,1
114,27167,12/02/2013 16:50,27167,12/02/2013 16:50,270,12/02/2013 16:50,21,12/02/2013 16:50,21,12/02/2013 16:51,21,12/02/2013 16:51,27170,12/02/2013 16:51,27171,12/02/2013 16:51,19167,12/02/2013 16:51,29,12/02/2013 16:51,1
115,17478,12/02/2013 16:51,29,12/02/2013 16:51,76,12/02/2013 16:51,12426,12/02/2013 16:51,12426,12/02/2013 16:51,76,12/02/2013 16:51,76,12/02/2013 16:51,21,12/02/2013 16:51,879,12/02/2013 16:51,80,12/02/2013 16:51,1
116,879,12/02/2013 16:51,879,12/02/2013 16:51,80,12/02/2013 16:51,879,12/02/2013 16:51,879,12/02/2013 16:51,879,12/02/2013 16:51,80,12/02/2013 16:51,80,12/02/2013 16:51,21,12/02/2013 16:52,27165,12/02/2013 16:52,1
117,21,12/02/2013 16:52,27165,12/02/2013 16:52,99,12/02/2013 16:52,106,12/02/2013 16:52,1312,12/02/2013 16:52,27167,12/02/2013 16:52,27168,12/02/2013 16:52,1315,12/02/2013 16:52,3000,12/02/2013 16:52,99,12/02/2013 16:52,1
118,27165,12/02/2013 16:52,106,12/02/2013 16:52,1315,12/02/2013 16:52,1312,12/02/2013 16:52,12619,12/02/2013 16:52,27168,12/02/2013 16:52,27168,12/02/2013 16:52,27165,12/02/2013 16:52,29,12/02/2013 16:52,388,12/02/2013 16:52,1
119,486,12/02/2013 16:52,6831,12/02/2013 16:52,2388,12/02/2013 16:52,27165,12/02/2013 16:52,270,12/02/2013 16:52,270,12/02/2013 16:52,32,12/02/2013 16:52,27172,12/02/2013 16:52,35,12/02/2013 16:52,33,12/02/2013 16:52,1
120,704,12/02/2013 16:53,6999,12/02/2013 16:53,29,12/02/2013 16:53,33,12/02/2013 16:53,35,12/02/2013 16:53,99,12/02/2013 16:53,106,12/02/2013 16:53,3000,12/02/2013 16:53,29,12/02/2013 16:53,6999,12/02/2013 16:53,1
121,704,12/02/2013 16:53,6999,12/02/2013 16:53,27172,12/02/2013 16:53,33,12/02/2013 16:53,35,12/02/2013 16:53,3000,12/02/2013 16:53,29,12/02/2013 16:53,12669,12/02/2013 16:53,12619,12/02/2013 16:53,27172,12/02/2013 16:53,1
122,704,12/02/2013 16:53,704,12/02/2013 16:53,29,12/02/2013 16:53,12619,12/02/2013 16:53,27168,12/02/2013 16:53,644,12/02/2013 16:53,12619,12/02/2013 16:53,3000,12/02/2013 16:53,3000,12/02/2013 16:53,27172,12/02/2013 16:53,1
123,35,12/02/2013 16:53,33,12/02/2013 16:53,12619,12/02/2013 16:53,27172,12/02/2013 16:53,3000,12/02/2013 16:53,29,12/02/2013 16:53,704,12/02/2013 16:53,12669,12/02/2013 16:53,29,12/02/2013 16:54,704,12/02/2013 16:54,1
124,21,12/02/2013 17:19,21,12/02/2013 17:19,21,12/02/2013 17:19,35364,12/02/2013 17:19,35365,12/02/2013 17:19,35364,12/02/2013 17:19,35365,12/02/2013 17:19,568,12/02/2013 17:19,35364,12/02/2013 17:19,35365,12/02/2013 17:19,0
125,1296,12/02/2013 17:22,291,12/02/2013 17:22,32,12/02/2013 17:22,2057,12/02/2013 17:22,1295,12/02/2013 17:22,560,12/02/2013 17:22,29,12/02/2013 17:22,52,12/02/2013 17:22,533,12/02/2013 17:22,291,12/02/2013 17:22,0
126,3000,12/02/2013 17:48,5302,12/02/2013 17:48,3000,12/02/2013 17:48,5302,12/02/2013 17:53,32,12/02/2013 17:53,27172,12/02/2013 17:53,35,12/02/2013 17:53,27172,12/02/2013 17:53,33,12/02/2013 17:53,704,12/02/2013 17:53,1
127,676,12/02/2013 17:49,21,12/02/2013 17:49,229,12/02/2013 17:49,23,12/02/2013 17:49,679,12/02/2013 17:50,812,12/02/2013 17:50,814,12/02/2013 17:50,23,12/02/2013 17:50,22,12/02/2013 17:50,39,12/02/2013 17:50,0
128,6635,12/02/2013 17:53,29,12/02/2013 17:53,12623,12/02/2013 17:53,99,12/02/2013 17:53,27172,12/02/2013 17:53,35,12/02/2013 17:53,76,12/02/2013 17:53,29,12/02/2013 17:53,33,12/02/2013 17:53,704,12/02/2013 17:53,1
129,99,12/02/2013 17:53,106,12/02/2013 17:53,27172,12/02/2013 17:53,12619,12/02/2013 17:53,3000,12/02/2013 17:53,704,12/02/2013 17:53,29,12/02/2013 17:53,12619,12/02/2013 17:53,6636,12/02/2013 17:53,33,12/02/2013 17:54,1
130,27172,12/02/2013 17:54,3000,12/02/2013 17:54,35,12/02/2013 17:54,12619,12/02/2013 17:54,704,12/02/2013 17:54,27168,12/02/2013 17:54,29,12/02/2013 17:54,27172,12/02/2013 17:54,12669,12/02/2013 17:54,704,12/02/2013 17:54,1
131,820,12/03/2013 8:11,820,12/03/2013 8:11,980,12/03/2013 8:11,49,12/03/2013 8:12,52,12/03/2013 8:12,196,12/03/2013 8:12,197,12/03/2013 8:12,53,12/03/2013 8:12,52,12/03/2013 8:12,982,12/03/2013 8:12,0
132,4802,12/03/2013 8:19,45,12/03/2013 8:19,23,12/03/2013 8:19,4803,12/03/2013 8:19,38,12/03/2013 8:19,4804,12/03/2013 8:19,38,12/03/2013 8:19,23,12/03/2013 8:19,63,12/03/2013 8:22,66,12/03/2013 8:22,0
133,45,12/03/2013 8:23,21,12/03/2013 8:24,22,12/03/2013 8:24,23,12/03/2013 8:24,188,12/03/2013 8:24,21,12/03/2013 8:24,22,12/03/2013 8:24,3,12/03/2013 8:24,21,12/03/2013 8:25,23,12/03/2013 8:25,0
134,22,12/03/2013 8:26,23,12/03/2013 8:26,21,12/03/2013 8:26,1287,12/03/2013 8:26,23,12/03/2013 8:26,22,12/03/2013 8:26,1286,12/03/2013 8:26,1287,12/03/2013 8:26,21,12/03/2013 8:27,63,12/03/2013 8:29,0
135,2760,12/03/2013 8:31,648,12/03/2013 8:31,40847,12/03/2013 8:31,9992,12/03/2013 8:31,1756,12/03/2013 8:31,40848,12/03/2013 8:31,6374,12/03/2013 8:31,167,12/03/2013 8:31,363,12/03/2013 8:31,3,12/03/2013 8:31,0
136,513,12/03/2013 8:42,23,12/03/2013 8:42,1116,12/03/2013 8:42,747,12/03/2013 8:42,747,12/03/2013 8:42,1116,12/03/2013 8:42,752,12/03/2013 8:42,747,12/03/2013 8:42,747,12/03/2013 8:42,513,12/03/2013 8:42,0
137,21,12/03/2013 8:53,21,12/03/2013 8:53,22,12/03/2013 8:53,23,12/03/2013 8:53,23,12/03/2013 8:53,812,12/03/2013 8:53,39,12/03/2013 8:53,21,12/03/2013 8:53,22,12/03/2013 8:53,39,12/03/2013 8:53,0
138,167,12/03/2013 9:03,167,12/03/2013 9:03,167,12/03/2013 9:03,173,12/03/2013 9:03,173,12/03/2013 9:03,167,12/03/2013 9:03,173,12/03/2013 9:03,167,12/03/2013 9:03,359,12/03/2013 9:03,173,12/03/2013 9:03,0
139,15839,12/03/2013 9:04,38339,12/03/2013 9:04,15838,12/03/2013 9:04,21,12/03/2013 9:04,23,12/03/2013 9:04,15839,12/03/2013 9:04,29,12/03/2013 9:04,38339,12/03/2013 9:04,15838,12/03/2013 9:04,29,12/03/2013 9:04,0
140,774,12/03/2013 9:10,23,12/03/2013 9:10,21,12/03/2013 9:10,21,12/03/2013 9:10,23,12/03/2013 9:10,21,12/03/2013 9:10,21,12/03/2013 9:10,21,12/03/2013 9:10,21,12/03/2013 9:10,21,12/03/2013 9:10,0
141,6088,12/03/2013 9:14,6088,12/03/2013 9:14,18,12/03/2013 9:14,10,12/03/2013 9:14,1200,12/03/2013 9:14,6088,12/03/2013 9:14,7,12/03/2013 9:14,6088,12/03/2013 9:14,11,12/03/2013 9:14,16,12/03/2013 9:14,0
142,941,12/03/2013 9:17,3847,12/03/2013 9:17,941,12/03/2013 9:17,941,12/03/2013 9:17,941,12/03/2013 9:17,3847,12/03/2013 9:17,890,12/03/2013 9:17,3847,12/03/2013 9:17,3847,12/03/2013 9:17,3847,12/03/2013 9:17,0
143,3010,12/03/2013 9:26,23,12/03/2013 9:26,229,12/03/2013 9:26,21,12/03/2013 9:26,21,12/03/2013 9:26,3007,12/03/2013 9:27,3008,12/03/2013 9:27,3007,12/03/2013 9:27,229,12/03/2013 9:28,21,12/03/2013 9:28,0
144,117,12/03/2013 9:45,117,12/03/2013 9:45,117,12/03/2013 9:45,117,12/03/2013 9:45,17742,12/03/2013 9:47,32,12/03/2013 9:47,3012,12/03/2013 9:47,4368,12/03/2013 9:47,35,12/03/2013 9:47,33,12/03/2013 9:47,0
145,35,12/03/2013 9:49,29,12/03/2013 9:49,17742,12/03/2013 9:50,4368,12/03/2013 9:50,3012,12/03/2013 9:50,33,12/03/2013 9:50,35,12/03/2013 9:50,29,12/03/2013 9:50,37,12/03/2013 9:50,17742,12/03/2013 9:50,0
146,343,12/03/2013 9:59,175,12/03/2013 9:59,175,12/03/2013 9:59,177,12/03/2013 9:59,175,12/03/2013 9:59,343,12/03/2013 9:59,175,12/03/2013 9:59,177,12/03/2013 9:59,176,12/03/2013 9:59,178,12/03/2013 9:59,0
147,941,12/03/2013 10:47,941,12/03/2013 10:47,942,12/03/2013 10:47,3560,12/03/2013 10:47,3559,12/03/2013 10:47,3560,12/03/2013 10:47,3559,12/03/2013 10:47,942,12/03/2013 10:47,940,12/03/2013 10:47,941,12/03/2013 10:47,0
148,941,12/03/2013 10:47,942,12/03/2013 10:47,942,12/03/2013 10:47,941,12/03/2013 10:47,940,12/03/2013 10:47,942,12/03/2013 10:47,941,12/03/2013 10:47,940,12/03/2013 10:47,941,12/03/2013 10:47,942,12/03/2013 10:47,0
149,940,12/03/2013 10:48,942,12/03/2013 10:48,942,12/03/2013 10:48,941,12/03/2013 10:48,942,12/03/2013 10:48,941,12/03/2013 10:48,942,12/03/2013 10:48,941,12/03/2013 10:48,942,12/03/2013 10:48,942,12/03/2013 10:48,0
150,942,12/03/2013 10:50,941,12/03/2013 10:50,942,12/03/2013 10:50,3559,12/03/2013 10:50,941,12/03/2013 10:50,940,12/03/2013 10:50,3560,12/03/2013 10:50,3560,12/03/2013 10:50,940,12/03/2013 10:50,3559,12/03/2013 10:50,0
151,941,12/03/2013 10:51,942,12/03/2013 10:51,3560,12/03/2013 10:51,3559,12/03/2013 10:51,942,12/03/2013 10:51,941,12/03/2013 10:51,3559,12/03/2013 10:51,3560,12/03/2013 10:51,941,12/03/2013 10:51,3559,12/03/2013 10:51,0
152,3559,12/03/2013 10:53,941,12/03/2013 10:53,940,12/03/2013 10:53,942,12/03/2013 10:53,3560,12/03/2013 10:53,3560,12/03/2013 10:53,3559,12/03/2013 10:53,941,12/03/2013 10:53,3559,12/03/2013 10:53,3560,12/03/2013 10:53,0
153,3560,12/03/2013 10:54,941,12/03/2013 10:54,3559,12/03/2013 10:54,940,12/03/2013 10:54,3559,12/03/2013 10:54,942,12/03/2013 10:54,941,12/03/2013 10:54,3560,12/03/2013 10:54,942,12/03/2013 10:54,3559,12/03/2013 10:54,0
154,3849,12/03/2013 10:58,3849,12/03/2013 10:58,3848,12/03/2013 10:58,940,12/03/2013 10:58,941,12/03/2013 10:58,3559,12/03/2013 10:58,941,12/03/2013 10:58,940,12/03/2013 10:58,942,12/03/2013 10:58,3560,12/03/2013 10:58,0
155,3560,12/03/2013 10:59,3560,12/03/2013 10:59,942,12/03/2013 10:59,941,12/03/2013 10:59,3559,12/03/2013 10:59,941,12/03/2013 10:59,942,12/03/2013 10:59,3559,12/03/2013 10:59,3560,12/03/2013 10:59,3559,12/03/2013 10:59,0
156,941,12/03/2013 10:59,942,12/03/2013 10:59,941,12/03/2013 11:00,940,12/03/2013 11:00,940,12/03/2013 11:02,942,12/03/2013 11:02,3560,12/03/2013 11:02,941,12/03/2013 11:02,3559,12/03/2013 11:02,3559,12/03/2013 11:03,0
157,941,12/03/2013 11:11,941,12/03/2013 11:11,3560,12/03/2013 11:11,942,12/03/2013 11:11,3560,12/03/2013 11:11,942,12/03/2013 11:11,941,12/03/2013 11:11,3559,12/03/2013 11:11,3560,12/03/2013 11:11,942,12/03/2013 11:12,0
158,3560,12/03/2013 11:12,3559,12/03/2013 11:12,942,12/03/2013 11:12,941,12/03/2013 11:12,941,12/03/2013 11:12,942,12/03/2013 11:12,3560,12/03/2013 11:12,3559,12/03/2013 11:12,3560,12/03/2013 11:12,941,12/03/2013 11:12,0
159,242,12/03/2013 11:13,23843,12/03/2013 11:13,21,12/03/2013 11:13,23843,12/03/2013 11:13,8383,12/03/2013 11:13,21,12/03/2013 11:13,8383,12/03/2013 11:13,242,12/03/2013 11:13,242,12/03/2013 11:13,21988,12/03/2013 11:18,0
160,21070,12/03/2013 11:15,21069,12/03/2013 11:15,21069,12/03/2013 11:15,21069,12/03/2013 11:15,21069,12/03/2013 11:15,21069,12/03/2013 11:15,21069,12/03/2013 11:15,21069,12/03/2013 11:15,21069,12/03/2013 11:15,80,12/03/2013 11:15,0
161,1982,12/03/2013 11:20,32,12/03/2013 11:20,35,12/03/2013 11:20,3314,12/03/2013 11:20,29,12/03/2013 11:20,21,12/03/2013 11:20,1982,12/03/2013 11:20,23,12/03/2013 11:20,29,12/03/2013 11:20,1982,12/03/2013 11:20,0
162,103,12/03/2013 11:23,113,12/03/2013 11:24,102,12/03/2013 11:24,105,12/03/2013 11:24,2367,12/03/2013 11:25,2368,12/03/2013 11:25,109,12/03/2013 11:25,2369,12/03/2013 11:25,109,12/03/2013 11:25,21,12/03/2013 11:25,0
163,942,12/03/2013 11:26,3560,12/03/2013 11:26,941,12/03/2013 11:26,3559,12/03/2013 11:26,942,12/03/2013 11:26,3560,12/03/2013 11:26,3559,12/03/2013 11:26,3849,12/03/2013 11:28,3848,12/03/2013 11:28,3559,12/03/2013 11:28,0
164,617,12/03/2013 11:47,942,12/03/2013 11:47,941,12/03/2013 11:47,3560,12/03/2013 11:47,3559,12/03/2013 11:47,941,12/03/2013 11:47,942,12/03/2013 11:47,3559,12/03/2013 11:47,3560,12/03/2013 11:47,942,12/03/2013 11:47,0
165,940,12/03/2013 11:48,941,12/03/2013 11:48,942,12/03/2013 11:48,3560,12/03/2013 11:48,941,12/03/2013 11:50,3848,12/03/2013 11:50,3849,12/03/2013 11:50,942,12/03/2013 11:50,3560,12/03/2013 11:50,3559,12/03/2013 11:50,0
166,22,12/03/2013 12:07,22,12/03/2013 12:08,812,12/03/2013 12:09,39,12/03/2013 12:09,22,12/03/2013 12:09,815,12/03/2013 12:09,23,12/03/2013 12:09,570,12/03/2013 12:09,816,12/03/2013 12:09,21,12/03/2013 12:09,0
167,59,12/03/2013 12:26,58,12/03/2013 12:26,3,12/03/2013 12:26,6550,12/03/2013 12:26,18,12/03/2013 12:26,14,12/03/2013 12:26,267,12/03/2013 12:26,65,12/03/2013 12:26,1997,12/03/2013 12:26,8,12/03/2013 12:26,0
168,29,12/03/2013 13:22,131,12/03/2013 13:22,6987,12/03/2013 13:22,13123,12/03/2013 13:22,29,12/03/2013 13:22,563,12/03/2013 13:22,13125,12/03/2013 13:22,131,12/03/2013 13:22,13123,12/03/2013 13:22,29,12/03/2013 13:22,0
169,75,12/03/2013 13:30,77,12/03/2013 13:30,75,12/03/2013 13:30,76,12/03/2013 13:30,75,12/03/2013 13:30,81,12/03/2013 13:30,75,12/03/2013 13:30,77,12/03/2013 13:30,23,12/03/2013 13:30,76,12/03/2013 13:30,0
170,1,12/03/2013 13:41,270,12/03/2013 13:42,270,12/03/2013 13:42,270,12/03/2013 13:42,270,12/03/2013 13:42,270,12/03/2013 13:42,167,12/03/2013 13:42,167,12/03/2013 13:42,359,12/03/2013 13:42,21,12/03/2013 13:42,0
171,855,12/03/2013 13:44,1518,12/03/2013 13:44,855,12/03/2013 13:44,1515,12/03/2013 13:45,855,12/03/2013 13:45,1514,12/03/2013 13:45,23,12/03/2013 13:45,1514,12/03/2013 13:45,1515,12/03/2013 13:45,855,12/03/2013 13:45,0
172,1520,12/03/2013 13:54,1524,12/03/2013 13:54,1514,12/03/2013 13:54,855,12/03/2013 13:54,1515,12/03/2013 13:54,1518,12/03/2013 13:54,1516,12/03/2013 13:54,1517,12/03/2013 13:54,1518,12/03/2013 13:54,1523,12/03/2013 13:54,0
173,1523,12/03/2013 14:03,1515,12/03/2013 14:03,855,12/03/2013 14:03,140,12/03/2013 14:03,1519,12/03/2013 14:03,1524,12/03/2013 14:03,1516,12/03/2013 14:03,1521,12/03/2013 14:03,855,12/03/2013 14:03,1518,12/03/2013 14:03,0
174,814,12/03/2013 14:04,22,12/03/2013 14:04,570,12/03/2013 14:04,23,12/03/2013 14:04,570,12/03/2013 14:04,814,12/03/2013 14:04,815,12/03/2013 14:05,22,12/03/2013 14:05,816,12/03/2013 14:05,39,12/03/2013 14:05,0
175,959,12/03/2013 14:14,1007,12/03/2013 14:14,959,12/03/2013 14:14,21,12/03/2013 14:15,1007,12/03/2013 14:15,959,12/03/2013 14:15,56,12/03/2013 14:15,55,12/03/2013 14:15,55,12/03/2013 14:15,616,12/03/2013 14:16,0
176,478,12/03/2013 14:33,3497,12/03/2013 14:33,21,12/03/2013 14:34,3669,12/03/2013 14:34,30,12/03/2013 14:34,32,12/03/2013 14:34,3669,12/03/2013 14:34,3669,12/03/2013 14:34,35,12/03/2013 14:34,33,12/03/2013 14:34,0
177,1241,12/03/2013 14:38,30,12/03/2013 14:38,3669,12/03/2013 14:38,3669,12/03/2013 14:38,32,12/03/2013 14:38,35,12/03/2013 14:38,3669,12/03/2013 14:38,33,12/03/2013 14:38,3669,12/03/2013 14:38,148,12/03/2013 14:38,0
178,3347,12/03/2013 14:54,1980,12/03/2013 14:54,1980,12/03/2013 14:54,1980,12/03/2013 14:54,3347,12/03/2013 14:54,1980,12/03/2013 14:54,1980,12/03/2013 14:54,1980,12/03/2013 14:54,1980,12/03/2013 14:54,1980,12/03/2013 14:54,0
179,451,12/03/2013 15:00,3496,12/03/2013 15:00,2011,12/03/2013 15:00,8843,12/03/2013 15:00,2011,12/03/2013 15:00,17790,12/03/2013 15:00,17790,12/03/2013 15:00,17790,12/03/2013 15:00,3669,12/03/2013 15:00,30,12/03/2013 15:00,0
180,473,12/03/2013 15:03,473,12/03/2013 15:03,2918,12/03/2013 15:03,2011,12/03/2013 15:03,2011,12/03/2013 15:03,2918,12/03/2013 15:03,402,12/03/2013 15:03,616,12/03/2013 15:03,8157,12/03/2013 15:03,8157,12/03/2013 15:03,0
181,39,12/03/2013 15:08,982,12/03/2013 15:08,812,12/03/2013 15:08,3669,12/03/2013 15:08,30,12/03/2013 15:08,39,12/03/2013 15:08,23,12/03/2013 15:08,812,12/03/2013 15:08,23,12/03/2013 15:08,33,12/03/2013 15:08,0
182,37,12/03/2013 15:34,5477,12/03/2013 15:34,30,12/03/2013 15:34,39,12/03/2013 15:34,22,12/03/2013 15:34,37,12/03/2013 15:34,8598,12/03/2013 15:34,3444,12/03/2013 15:34,3442,12/03/2013 15:34,3444,12/03/2013 15:34,0
183,21,12/03/2013 15:37,812,12/03/2013 15:37,21,12/03/2013 15:37,23,12/03/2013 15:37,21,12/03/2013 15:37,175,12/03/2013 15:37,343,12/03/2013 15:37,175,12/03/2013 15:37,178,12/03/2013 15:37,343,12/03/2013 15:37,0
184,558,12/03/2013 15:53,559,12/03/2013 15:53,7577,12/03/2013 15:53,21,12/03/2013 15:53,559,12/03/2013 15:53,21,12/03/2013 15:53,4961,12/03/2013 15:53,22,12/03/2013 15:53,133,12/03/2013 15:53,152,12/03/2013 15:53,0
185,617,12/03/2013 15:53,23,12/03/2013 15:53,616,12/03/2013 15:53,616,12/03/2013 15:53,22,12/03/2013 15:53,1274,12/03/2013 15:53,616,12/03/2013 15:53,22,12/03/2013 15:53,774,12/03/2013 15:53,774,12/03/2013 15:53,0
186,4961,12/03/2013 15:53,29,12/03/2013 15:53,28547,12/03/2013 15:53,37,12/03/2013 15:53,559,12/03/2013 15:53,323,12/03/2013 15:53,152,12/03/2013 15:53,29,12/03/2013 15:53,21,12/03/2013 16:18,21,12/03/2013 16:18,0
187,14,12/03/2013 16:28,13,12/03/2013 16:28,14,12/03/2013 16:29,3309,12/03/2013 16:29,19756,12/03/2013 16:29,6,12/03/2013 16:31,6094,12/03/2013 16:49,3861,12/03/2013 16:49,319,12/03/2013 16:49,704,12/03/2013 16:49,0
188,2372,12/03/2013 16:57,2372,12/03/2013 16:57,2372,12/03/2013 16:57,291,12/03/2013 16:57,291,12/03/2013 16:57,2372,12/03/2013 16:58,291,12/03/2013 16:58,21,12/03/2013 16:58,23,12/03/2013 16:58,22,12/03/2013 16:58,0
189,66,12/03/2013 17:08,939,12/03/2013 17:08,939,12/03/2013 17:08,939,12/03/2013 17:08,21,12/03/2013 17:08,229,12/03/2013 17:08,229,12/03/2013 17:09,229,12/03/2013 17:09,229,12/03/2013 17:09,229,12/03/2013 17:09,0
190,616,12/04/2013 8:14,616,12/04/2013 8:14,23,12/04/2013 8:14,39,12/04/2013 8:14,617,12/04/2013 8:15,616,12/04/2013 8:15,616,12/04/2013 8:15,616,12/04/2013 8:15,677,12/04/2013 8:15,677,12/04/2013 8:16,0
191,3,12/04/2013 8:19,677,12/04/2013 8:19,22,12/04/2013 8:19,677,12/04/2013 8:19,22,12/04/2013 8:19,677,12/04/2013 8:19,677,12/04/2013 8:19,678,12/04/2013 8:19,570,12/04/2013 8:19,570,12/04/2013 8:19,0
192,48,12/04/2013 8:28,21,12/04/2013 8:46,196,12/04/2013 8:46,197,12/04/2013 8:46,707,12/04/2013 8:49,23,12/04/2013 8:49,21,12/04/2013 8:49,56,12/04/2013 8:53,55,12/04/2013 8:53,55,12/04/2013 8:53,0
193,812,12/04/2013 8:30,39,12/04/2013 8:30,676,12/04/2013 8:30,814,12/04/2013 8:30,22,12/04/2013 8:30,812,12/04/2013 8:30,570,12/04/2013 8:30,23,12/04/2013 8:30,570,12/04/2013 8:30,22,12/04/2013 8:30,0
194,16647,12/04/2013 8:42,16637,12/04/2013 8:42,16648,12/04/2013 8:42,16650,12/04/2013 8:42,16643,12/04/2013 8:42,16648,12/04/2013 8:42,16650,12/04/2013 8:42,10920,12/04/2013 8:42,16651,12/04/2013 8:42,10961,12/04/2013 8:42,0
195,50,12/04/2013 8:44,48,12/04/2013 8:46,5383,12/04/2013 8:53,1007,12/04/2013 8:57,1007,12/04/2013 8:57,55,12/04/2013 9:07,56,12/04/2013 9:07,55,12/04/2013 9:07,23,12/04/2013 9:09,21,12/04/2013 9:09,0
196,21,12/04/2013 8:45,707,12/04/2013 8:47,21,12/04/2013 8:47,814,12/04/2013 8:47,815,12/04/2013 8:47,22,12/04/2013 8:47,23,12/04/2013 8:48,812,12/04/2013 8:48,39,12/04/2013 8:48,676,12/04/2013 8:48,0
197,16652,12/04/2013 8:55,10920,12/04/2013 8:55,16653,12/04/2013 8:55,10925,12/04/2013 8:55,10923,12/04/2013 8:55,10924,12/04/2013 8:55,16647,12/04/2013 8:55,10922,12/04/2013 8:55,10921,12/04/2013 8:55,10923,12/04/2013 8:55,0
198,68,12/04/2013 9:02,66,12/04/2013 9:02,67,12/04/2013 9:02,70,12/04/2013 9:02,71,12/04/2013 9:02,69,12/04/2013 9:02,67,12/04/2013 9:02,71,12/04/2013 9:02,70,12/04/2013 9:02,20,12/04/2013 9:03,1
199,21,12/04/2013 9:03,21,12/04/2013 9:03,22,12/04/2013 9:03,23,12/04/2013 9:03,22,12/04/2013 9:04,23,12/04/2013 9:04,21,12/04/2013 9:05,39,12/04/2013 9:05,676,12/04/2013 9:06,21,12/04/2013 9:06,1
200,679,12/04/2013 9:06,23,12/04/2013 9:06,679,12/04/2013 9:06,676,12/04/2013 9:06,39,12/04/2013 9:06,677,12/04/2013 9:06,21,12/04/2013 9:06,22,12/04/2013 9:06,677,12/04/2013 9:06,23,12/04/2013 9:06,1
201,678,12/04/2013 9:06,616,12/04/2013 9:06,616,12/04/2013 9:06,677,12/04/2013 9:06,23,12/04/2013 9:06,814,12/04/2013 9:06,616,12/04/2013 9:06,814,12/04/2013 9:06,775,12/04/2013 9:06,616,12/04/2013 9:06,1
